Name,type,price,vintage,alcohol,bottle size,country,region,grapespecies,producer,Text wine
Badiola Las Parcelas Rioja Alavesa,Still Red Wine,£18.25,2019,14%,75cl,Spain,Rioja,100% Tempranillo,Badiola,"Domaine Serge Laloue Sancerre - Domaine Serge Laloue Sancerre is a fresh and lively Sancerre, offering pure aromas of citrus fruit and white pear with delicate elderflower nuances. Crisp and elegant, with beautiful mineral tension on the palate through to a zesty, mouthwatering finish. Sold in cases of six bottles"
Borsao Tres Picos Garnacha,Still Red Wine,£13.99,2019,15%,75cl,Spain,Campo de Borja,100% Garnacha,Bodegas Borsao,Casasole Orvieto Classico Amabile - Refined and elegant with floral aromas. Fruity and well balanced with some sweetness on the finish.Sold in single bottles
Saint Cosme Cotes du Rhone,Still Red Wine,£12.99,14%,,nce,Rhone,100% Syrah,er: St Cosme,,Tournee du Sud Viognier - The key with Viognier – one of the statement grapes of the south of France is balance. this wine has a rapier like acidity which complements the richness of the body to produce a wine of poise and balance.Sold in cases of six bottles
Catalan Eagle Red Garnacha Carinena Syrah,Still Red Wine,£9.99,2019,14.50%,75cl,Spain,Catalunya,"Garnacha 45%, Cariñena 20%, Syrah 20%, Cabernet",La Bascula,"Chateau Ksara Reserve du Couvent Bekaa Valley - A complex aroma of cloves, vanilla and mulberry. On the palate it shows an abundance of blueberry fruit with supple tannins giving it length and persistence on the palate.Sold in single bottles"
Dominio de Fontana Tinto Garnacha Syrah,Still Red Wine,£9.59,2019,14%,75cl,Spain,Central Castile,"Garnacha 60%, Syrah 40%",Dominio De Fontana,Awarded 91 points and Highly Recommended by Decanter Magazine in a panel tasting of Chilean Pinot Noir.
Finca la Estacada 6 Meses En Barrica,Still Red Wine,£9.79,2020,13.50%,75cl,Spain,La Mancha,Tempranillo,Finca La Estacada,"First Fleet Chardonnay - A delicious Chardonnay that captures the pioneering spirit of the first voyages to Australia in a crisp, modern style. Red apple and melon fruit fills a palate that is dry yet well rounded."
Mais Ala Valdeorras Sebio,Still White Wine,£23.49,2018,13%,75cl,Spain,Galicia,Godello,Xosé Lois Sebio,"Mezzacorona Castel Firmian Sauvignon Blanc - A fresh, invigorating nose of cut grass, elderflower and currant leaf leads to a dry, citrussy, but still quite rounded palate. This roundness alongside a delicately mineral finish is typical Trentino this is an excellent marriage of grape variety and location.Sold in single bottles"
Naia Verdejo,Still White Wine,£11.49,2020,13%,75cl,Spain,Rueda,100% Verdejo,Bodegas Naia,Novita Sangiovese Rubicone - Ripe Sangiovese grapes deliver great flavours in the glass. Smooth with juicy redcurrant and raspberry fruit leading to a fresh finish.Sold in cases of six bottles
Pedrera Monastrell Bodegas Juan Gil,Still Red Wine,£7.29,2020,13.50%,75cl,Spain,Jumilla,100% Monastrell,Bodegas Juan Gil,"Poggio Alto Pinot Grigio - Delicate in both aromatics and flavours, this is classic north Italian Pinot Grigio, offering gentle pear, white apple and refreshing citrus characters and subtle accents of blossom.Sold in single bottles"
Raventos de Alella Pansa Blanca,Still White Wine,£12.39,2020,12.50%,75cl,Spain,D.O. Alella,Pansa Blanca,Raventós De Alella,"San Abello Sauvignon Blanc - Dry and crisp with fresh tropical fruit aromas and flavours of gooseberry and lime with grassy, herbaceous notes. Refreshing and easy drinking, this wine can be enjoyed chilled on its own or as an ideal accompaniment to light pasta dishes or shellfish.Sold in cases of 12 bottles"
Badiola Tempranillo de Laderas Rioja,Still Red Wine,£11.99,2018,13%,75cl,Spain,Rioja,100% Tempranillo,Badiola,"Domaine La Font de Notre Dame Rasteau - Domaine La Font de Notre Dame Rasteau is a rich and complex wine, the palate is brimming with ripe red summer fruits from the Grenache, the Syrah brings a touch of peppery spice, and Mourvèdre brings a savoury herbal twist."
Artesa Rioja Viura,Still White Wine,£7.39,2020,12.50%,75cl,Spain,Rioja,100% Viura,Adria Vini,"Benefizio Castello di Pomino Bianco Riserva - Straw coloured yellow full of golden highlights. The nose offers floral notes of mimosa and orange blossoms, accompanied by fruity perfumes of apple and pineapple. In the background are hints of citrus, honey, flint and candied fruit.Sold in single bottles"
Borsao Zarihs Syrah,Still Red Wine,£15.29,2017,15%,75cl,Spain,Campo de Borja,100% Syrah,Bodegas Borsao,"Bottega Vinai Merlot - An inky, intense wine with concentrated berry, spice and cedarwood aromas from time in barrel. On the palate the wine is full and generous with herbal notes. The fruit is pure and precise with harmonious tannins and refreshing acidity on the finish.Sold in cases of six bottles"
Finca Antigua Tempranillo Crianza,Still Red Wine,£9.99,2018,14%,75cl,Spain,La Mancha,100% Tempranillo,Finca Antigua,"Finca el Sapo Garnacha - On the nose, the wine is floral with notes of fresh berries and ground black pepper. The palate begins with a rush of juicy fruit, followed by a rounded mouthfeel and a refreshing finish.Sold in single bottles"
Finca el Sapo Garnacha,Still Red Wine,£8.79,2021,13.50%,75cl,Spain,Jumilla,100% Garnacha,Finca El Paso,"Fleurie, La Reine de l'Arenite - A classic Fleurie, perfumed, aromatic and with a notable floral twist of violets. Silky and elegant throughout the palate with an abundance of blackcurrant and red berry fruits.Sold in single bottles"
K-Naia Bodegas Naia,Still White Wine,£9.19,2020,13.50%,75cl,Spain,Rueda,"Verdejo, Viura, Sauvignon",Bodegas Naia,"Kayra Kalecik Karasi - This lovely wine expresses its earthy roots, along with lively fruit aromas of ripe plums and ginger flower, which lead through to a lightness of fruit, density of texture, and soft, silky tannins on the palate.Sold in single bottles"
Mas Que 2 Albarino Loureiro Treixadura,Still White Wine,£11.19,2020,12.50%,75cl,Spain,Rias Baixas,"Albarino, Treixadura, Loureiro",Bodegas La Val,"Mesta Garnacha Organic - A juicy, fleshy unoaked red wine showing great purity and typicity of high altitude Garnacha vines from the heart of Spain. Expressive and well defined notes of rich, red berried fruits and hints of violet are supported by supple tannins and excellent persistence.Sold in single bottles"
Mesta Garnacha Organic,Still Red Wine,£8.49,2020,14.50%,75cl,Spain,Central Castile,"Garnacha 99%, Other Varieties 1%",Mesta,"Mezzacorona Pinot Grigio Riserva - A complex and quite weighty style of Pinot Grigio, with notes of spice and pear, a ripe, round texture, and a whisper of smoke.Sold in single bottles"
Moli dels Capellans Trepat Conca de Barbera,Still Red Wine,£15.79,2017,12.50%,75cl,Spain,Catalunya,Trepat 100%,Moli dels Capellans,"Moli dels Capellans Atrevida Parellada Conca de Barbera - A fruity, fresh white wine, with a well-integrated acidity.Sold in cases of six bottles"
Moli dels Capellans Atrevida Parellada Conca de Barbera,Still White Wine,£11.99,2017,12%,75cl,Spain,Catalunya,Parellada,Moli dels Capellans,"Domaine Tournon Lady's Lane Shiraz - Displays bold redcurrant and red berry flavours, followed by sweet toffee notes and a heady whiff of smokey incense. There is plenty of power here, but the rich tannins and ripe fruit are followed by a well-delineated acidity that imparts elegance and freshness."
Navajas Gran Reserva Tinto,Still Red Wine,£23.99,2011,13.50%,75cl,Spain,Rioja,"85% Tempranillo, 15% Graciano",Navajas,"Chateau de Plaisance Ronceray Blanc - Chateau de Plaisance Ronceray Blanc is from a variety of old-vine plots (35-50-year-old) around the winery. The wine follows a similar winemaking path to the Anjou Blanc above but is partially aged in barrel for 12 months. Significantly older vines and a barrel influence immediately suggest more richness but that’s not the over-riding impression in the glass! Ronceray is more concentrated and it’s way ‘tighter’, leaner in its initial feel and literally shimmering with tension. It’s an exciting and quite delicious drink right now but there’s surely an incredible story to unfold here over the next few years as well. Beautiful, serious wine."
El Tesoro Monastrell Shiraz,Still Red Wine,£6.79,2020,13.50%,75cl,Spain,Jumilla,"Monastrell 90%, Shiraz 10%",Bodegas Juan Gil,"Finca Montepedroso Verdejo Rueda - A vivid expression of the Verdejo grape, with its characteristic notes of fennel, green apple, cut hay and peach, this wine is also imbued with an extra depth and richness in the mouth. A very satisfying, fuller bodied style of Rueda.Sold in single bottles"
Finca Antigua Petit Verdot Crianza,Still Red Wine,£9.49,2017,13.50%,75cl,Spain,La Mancha,Petit Verdot 100%,Finca Antigua,"Gran Hacienda Carmenere - Ample, generous Chilean Carmenere. Rich aromas of ripe, red fruit and fragrant spices dominate the bouquet. On the palate, it is fresh, medium bodied and elegant, with a rich fruity flavour, and a lovely lingering finish.Sold in cases of six bottles"
La Posta Pizzella Malbec,Still Red Wine,£11.89,13.50%,,entina,Mendoza,100% Malbec,er: La Posta,,"Mon Roc Carignan Merlot - Inviting aromas of red fruits are lifted by pepper and cinnamon. The palate is smooth and spicy, finishing on more berry fruit.Sold in single bottles"
Finca Montepedroso Verdejo Rueda,Still White Wine,£12.29,2020,12.50%,75cl,Spain,Rueda,Verdejo 100%,Finca Montepedroso,"Kayra Okuzgozu - Lively bright, ripe red fruit aromas with gorgeous acidity are the hallmarks of this fantastic wine. Just a hint of menthol and exotic spices of the ancient mid orient combine with supple tannins that integrate seamlessly with the smoothness of the finish. A truly undiscovered treasure of Turkey.Sold in single bottles"
Mesta Tempranillo Organic,Still Red Wine,£8.49,2020,13.50%,75cl,Spain,Central Castile,"Tempranillo 99%, Other Varieties 1%",Mesta,"Minius Godello Monterrei - Stony, minerally aromas of green apple and lemon are clean and focused. The palate follows that lead, showing minerally crispness along with firm but not cutting acidity. Apple, pear and peach flavors finish glassy and fresh. The Wine Enthusiast Tasting Panel Sold in cases of six bottles"
Minius Godello Monterrei,Still White Wine,£13.99,2020,13%,75cl,Spain,Galicia,Godello,Valmiñor,"Fattoria La Valentina Montepulciano d'Abruzzo - First-class peppery Montepulciano, with all the exuberant fruit and spicy character of the grape, plus an extra degree of refinement from this excellent producer."
Prados Fusion Garnacha Syrah Campo de Borja,Still Red Wine,£11.79,2018,14.50%,75cl,Spain,Campo de Borja,"Tempranillo 65%, Garnacha 35%",Pagos Del Moncayo,"Saint Clair Origin Marlborough Pinot Noir - A well structured, medium bodied Pinot Noir showing ripe red cherry, black currant and raspberry.Sold in single bottles"
Riberal Crianza Ribera del Duero,Still Red Wine,£17.99,2017,14%,75cl,Spain,Ribera Del Duero,100% Tempranillo,Bodegas Santa Eulalia,"San Abello Merlot - Deep red in colour with intense aromas of plum and red fruit, soft, ripe blackberry flavours and subtle hints of fig. Balanced and easy drinking, this wine can be enjoyed as an ideal accompaniment to rich pasta dishes or mild cheeses."
Valenciso Blanco,Still White Wine,£15.69,2020,13.50%,75cl,Spain,Rioja,"Viura 70%, Garnacha Blanco 30%",Valenciso,"Vuurberg White - An epic, delightful blend from the ever inventive Donovan Rall. It is positively packed with rich, bright, fresh stone fruit and minerality and keeps on giving with a core of stoney acidity and a relentless finish.Sold in cases of six bottles"
Valliciergo Tempranillo Rioja,Still Red Wine,£8.79,2019,13.50%,75cl,Spain,Rioja,100% Tempranillo,Onannon,"Bodega La Flor Cabernet Sauvignon Pulenta - Intense ruby colour, typical of the variety. Spicy aromas reminiscent of red pepper, oregano, eucalyptus and hints of plum jam, given complexity by notes of chocolate, coconut and tobacco from the oak aging."
Clio Bodegas El Nido,Still Red Wine,£36.49,2019,15.50%,75cl,Spain,Jumilla,"Monastrell 70%, Cabernet Sauvignon 30%",Bodegas El Nido,"Diez Siglos Rueda Verdejo - Complex aromas of fresh grass, nettle and passion fruit, tangerine oil and citrus. A rounded and complex palate, delicately mirroring the nose, with savoury hints and bitter marmalade to finish.Sold in cases of six bottles"
Diez Siglos Rueda Verdejo,Still White Wine,£7.89,2020,13%,75cl,Spain,Rueda,Verdejo 100%,Diez Siglos De Verdejo,'Best Value Red' Trophy in the 2021 Wine Merchant Magazine Top 100.
Finca Antigua Garnacha Crianza,Still Red Wine,£9.49,2017,14%,75cl,Spain,La Mancha,100% Garnacha,Finca Antigua,"Krohn Ruby - Rich and full Ruby Port, with smooth, soft finish. This port is mature and versatile with a deep red colour and a concentration of fresh, plummy fruit aromas plus hints of spice. The palate has plenty of lively cherry and curranty black fruit rich and full with a soft finish.Sold in cases of six bottles"
O Con Albarino Xose Lois Sebio,Still White Wine,£22.79,2019,13%,75cl,Spain,Rias Baixas,100% Albarino,Xosé Lois Sebio,"Pago de Valdoneje Mencia - Juicy and sweet with spice, black cherry and raspberry notes. A lively wine with intense fruit flavour.Sold in cases of 12 bottles"
Ontanon Tempranillo Blanco,Still White Wine,£10.59,2020,12.50%,75cl,Spain,Rioja,Tempranillo blanco 100%,Bodegas Ontanon,"Palazzi Garganega Pinot Grigio - Ripe stone fruit, citrus and apple aromas follow through to the palate. Lightly textural with more stone fruit, honey notes, and a fresh, crisp finish.Sold in cases of six bottles"
Pago de Valdoneje Mencia,Still Red Wine,£12.49,2019,14%,75cl,Spain,Castilla y Leon,Mencia 100%,Vonos Valtuilla,BEST UK PRICE GUARANTEED
Rame Garnacha,Still Red Wine,£6.29,2020,13.50%,75cl,Spain,Campo de Borja,70% Garnacha/20% Syrah/10% Tempranillo,Bodegas Borsao,"Rene Mure Gewurztraminer Grand Cru Clos St Landelin - Bright golden yellow. Concentrated aromas of tropical fruits and honey show a strong spicy component. More sweet spices on the palate, along with flavors of tropical fruits and vanilla bean. Finishes sweet and round.Sold in single bottles"
Riberal Reserva Ribera del Duero,Still Red Wine,£25.79,2015,14%,75cl,Spain,Ribera Del Duero,100% Tempranillo,Bodegas Santa Eulalia,"Saint Clair Omaka Reserve Pinot Noir - A lush, full bodied Pinot Noir with well integrated tannins and lovely freshness. Ripe cherry and plum dominate the palate, supported by subtle hints of rich coffee. 100% new and used French oak lends elegance, structural support and savoury smoky notes.Sold in single bottles"
Tierras del Isasa Organic Rioja,Still Red Wine,£9.19,2019,14%,75cl,Spain,Rioja,100% Tempranillo,Bodegas Ontanon,"Montresor Prosecco Rosé Extra Dry - Hot off the press! Newly released Prosecco Rosé - appealing, fresh and berry-sented."
Cuatro Rayas Verdejo Rueda,Still White Wine,£9.79,2020,12.50%,75cl,Spain,Rueda,100% Verdejo,Agricola Castellana,Domaine des Tourelles Vielles Vignes Cinsault - Lebanon’s first 100% Cinsault from 70 year old vineyard. 18 months aging in large futres and concrete.Sold in cases of six bottles
